what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429544228096
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429544235529
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429544237461
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429544249004
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1429544251488
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.run,1429544254336
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1429544256840
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544258752
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544267184
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544268240
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544273924
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429544275104
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1429544276728
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429544277120
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.run,1429544279004
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1429544280844
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544281865
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544286001
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429544287199
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1429544288667
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429544289003
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.run,1429544291251
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544293456
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544420329
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429544421441
